Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,"{Temperature},{Humdity}",Weather Type
15500.0M/H,50.0,overcast,1002.95,1,Winter,4.5,coastal,"{""Temperature"": {""value"": 34.0, ""unit"": ""C""}, ""Humidity"": {""value"": 91, ""unit"": ""%""}}",Rainy
38.5,70.0,overcast,983.55,8,Winter,3.0,mountain,"{""Temperature"": {""value"": -13.0, ""unit"": ""C""}, ""Humidity"": {""value"": 76, ""unit"": ""%""}}",Snowy
7500.0M/H,99.0,overcast,1015.65,1,Spring,4.5,coastal,"{""Temperature"": {""value"": 25.0, ""unit"": ""C""}, ""Humidity"": {""value"": 68, ""unit"": ""%""}}",Rainy
19.5,77.0,overcast,991.67,0,Winter,5.0,mountain,"{""Temperature"": {""value"": 4.0, ""unit"": ""C""}, ""Humidity"": {""value"": 85, ""unit"": ""%""}}",Snowy
11.5,81.0,overcast,1105.12,2,Winter,3.0,mountain,"{""Temperature"": {""value"": -20.0, ""unit"": ""C""}, ""Humidity"": {""value"": 24, ""unit"": ""%""}}",Rainy
4.5,77.0,overcast,990.82,1,Wintar,2.5,inland,"{""Temperature"": {""value"": 4.0, ""unit"": ""C""}, ""Humidity"": {""value"": 97, ""unit"": ""%""}}",Snowy
3.5,17.0,clear,1029.17,5,Spring,5.0,inland,"{""Temperature"": {""value"": 43.0, ""unit"": ""C""}, ""Humidity"": {""value"": 29, ""unit"": ""%""}}",Sunny
9.5,41.0,partly cloudy,1008.3,3,Summer,6.5,mountain,"{""Temperature"": {""value"": 11.0, ""unit"": ""C""}, ""Humidity"": {""value"": 61, ""unit"": ""%""}}",Cloudy
7.0,30.0,Party cloudy,1000.72,3,Spring,7.0,inland,"{""Temperature"": {""value"": 11.0, ""unit"": ""C""}, ""Humidity"": {""value"": 67, ""unit"": ""%""}}",Cloudy
6.0,9.0,partly cloddy,1023.04,6,Winter,8.0,mountain,"{""Temperature"": {""value"": 43.0, ""unit"": ""C""}, ""Humidity"": {""value"": 34, ""unit"": ""%""}}",Sunny
24500.0M/H,98.0,overcast,1013.75,11,Spring,5.5,mountain,"{""Temperature"": {""value"": 17.0, ""unit"": ""C""}, ""Humidity"": {""value"": 76, ""unit"": ""%""}}",Rainy
20.0,62.0,overcast,998.18,0,Winter,2.5,mountain,"{""Temperature"": {""value"": -4.0, ""unit"": ""C""}, ""Humidity"": {""value"": 64, ""unit"": ""%""}}",Snowy
8.0,21.0,overcast,1002.38,3,Summer,8.5,mountain,"{""Temperature"": {""value"": 14.0, ""unit"": ""C""}, ""Humidity"": {""value"": 78, ""unit"": ""%""}}",Cloudy
2.0,87.0,overcast,984.52,0,Winter,2.0,mountain,"{""Temperature"": {""value"": -5.0, ""unit"": ""C""}, ""Humidity"": {""value"": 81, ""unit"": ""%""}}",Snowy
15.5,70.0,overcast,992.5,0,Spring,1.5,inland,"{""Temperature"": {""value"": 26.0, ""unit"": ""C""}, ""Humidity"": {""value"": 97, ""unit"": ""%""}}",Rainy
15.5,77.0%,Overcast,1016.92,1,trees lose their leaves in this time,2.5,mountain,"{""Temperature"": {""value"": 26.0, ""unit"": ""C""}, ""Humidity"": {""value"": 78, ""unit"": ""%""}}",Rainy
9.0,4.0,partly Cloudy,1013.57,11,Autumn,6.0,inland,"{""Temperature"": {""value"": 41.0, ""unit"": ""C""}, ""Humidity"": {""value"": 54, ""unit"": ""%""}}",Sunny
3.0,97.0,overcast,993.68,1,Winter,1.5,mountain,"{""Temperature"": {""value"": -2.0, ""unit"": ""C""}, ""Humidity"": {""value"": 78, ""unit"": ""%""}}",Snowy
9.5,16.0,overcast,1132.51,10,Winter,19.0,mountain,"{""Temperature"": {""value"": 28.0, ""unit"": ""C""}, ""Humidity"": {""value"": 56, ""unit"": ""%""}}",Sunny
7.5,59.0,overcast,987.97,1,Wentar,4.0,mountain,"{""Temperature"": {""value"": -4.0, ""unit"": ""C""}, ""Humidity"": {""value"": 74, ""unit"": ""%""}}",Snowy
11.5,44.0,Party cloudy,1016.96,4,Autumn,6.0,coastal,"{""Temperature"": {""value"": 28.0, ""unit"": ""C""}, ""Humidity"": {""value"": 76, ""unit"": ""%""}}",Cloudy
12.5,91.0,partly CLOUDY,1009.87,0,Summer,4.0,inland,"{""Temperature"": {""value"": 33.0, ""unit"": ""C""}, ""Humidity"": {""value"": 94, ""unit"": ""%""}}",Rainy
6.0,77.0,overcast,1013.28,0,Winter,2.5,coastal,"{""Temperature"": {""value"": 23.0, ""unit"": ""C""}, ""Humidity"": {""value"": 93, ""unit"": ""%""}}",Rainy
13.5,21.0,partly cloudy,1002.46,1,Spring,5.5,inland,"{""Temperature"": {""value"": 12.0, ""unit"": ""C""}, ""Humidity"": {""value"": 56, ""unit"": ""%""}}",Cloudy
5.5,28.0,overcast,1005.71,1,Spring,8.0,coastal,"{""Temperature"": {""value"": 11.0, ""unit"": ""C""}, ""Humidity"": {""value"": 50, ""unit"": ""%""}}",Cloudy
3.0,82.0,overcast,996.59,1,Winter,4.0,mountain,"{""Temperature"": {""value"": -3.0, ""unit"": ""C""}, ""Humidity"": {""value"": 86, ""unit"": ""%""}}",Snowy
0.002777777777777778KM/S,33.0,partly cloudy,1010.21,1,Winter,7.5,coastal,"{""Temperature"": {""value"": 32.0, ""unit"": ""C""}, ""Humidity"": {""value"": 79, ""unit"": ""%""}}",Cloudy
8.5,47.0,partly cloddy,1006.38,4,you can call it Autumn or Fall ,8.0,mountain,"{""Temperature"": {""value"": 29.0, ""unit"": ""C""}, ""Humidity"": {""value"": 67, ""unit"": ""%""}}",Cloudy
8.5,78.0,overcast,1010.21,0,Winter,3.5,mountain,"{""Temperature"": {""value"": 15.0, ""unit"": ""C""}, ""Humidity"": {""value"": 72, ""unit"": ""%""}}",Rainy
10.0,64.0,overcast,1005.04,1,Winter,1.0,coastal,"{""Temperature"": {""value"": 12.0, ""unit"": ""C""}, ""Humidity"": {""value"": 80, ""unit"": ""%""}}",Rainy
16.5,53.0,overcast,982.67,1,Winter,3.0,inland,"{""Temperature"": {""value"": -2.0, ""unit"": ""C""}, ""Humidity"": {""value"": 91, ""unit"": ""%""}}",Snowy
0.5,95.0,cleer,1011.57,5,Spring,2.5,inland,"{""Temperature"": {""value"": 37.0, ""unit"": ""C""}, ""Humidity"": {""value"": 96, ""unit"": ""%""}}",Sunny
12.5,76.0,overcast,996.26,1,Spring,4.0,coastal,"{""Temperature"": {""value"": 25.0, ""unit"": ""C""}, ""Humidity"": {""value"": 68, ""unit"": ""%""}}",Rainy
6.5,11.0,clear,1025.37,10,Summer,9.0,inland,"{""Temperature"": {""value"": 28.0, ""unit"": ""C""}, ""Humidity"": {""value"": 58, ""unit"": ""%""}}",Sunny
1.5,88.0,overcast,984.23,1,Winter,2.0,mountain,"{""Temperature"": {""value"": -2.0, ""unit"": ""C""}, ""Humidity"": {""value"": 62, ""unit"": ""%""}}",Snowy
17.5,54.0,overcast,991.7,3,winter,4.5,coastal,"{""Temperature"": {""value"": 30.0, ""unit"": ""C""}, ""Humidity"": {""value"": 80, ""unit"": ""%""}}",Rainy
15000.0M/H,12.0,partly cloudy,1000.72,4,Spring,8.5,coastal,"{""Temperature"": {""value"": 25.0, ""unit"": ""C""}, ""Humidity"": {""value"": 58, ""unit"": ""%""}}",Cloudy
7000.0M/H,67.0,overcast,990.43,1,Winter,4.0,inland,"{""Temperature"": {""value"": -9.0, ""unit"": ""C""}, ""Humidity"": {""value"": 65, ""unit"": ""%""}}",Snowy
18.0,82.0,overcast,1012.92,3,Winter,3.0,mountain,"{""Temperature"": {""value"": 30.0, ""unit"": ""C""}, ""Humidity"": {""value"": 94, ""unit"": ""%""}}",Rainy
3.5,16.0,partly cloudy,1010.72,5,Autumn,9.0,inland,"{""Temperature"": {""value"": 24.0, ""unit"": ""C""}, ""Humidity"": {""value"": 38, ""unit"": ""%""}}",Sunny
9.5,13.0,clear,1011.11,6,Winter,7.5,coastal,"{""Temperature"": {""value"": 32.0, ""unit"": ""C""}, ""Humidity"": {""value"": 30, ""unit"": ""%""}}",Sunny
8.5,3.0,clear,1013.33,6,Summer,6.0,coastal,"{""Temperature"": {""value"": 25.0, ""unit"": ""C""}, ""Humidity"": {""value"": 66, ""unit"": ""%""}}",Sunny
26.0,94.0,partly cloudy,1005.54,8,Summer,5.5,coastal,"{""Temperature"": {""value"": 39.0, ""unit"": ""C""}, ""Humidity"": {""value"": 102, ""unit"": ""%""}}",Cloudy
15.0,78.0,partly CLOUDY,1018.83,0,Winter,2.0,coastal,"{""Temperature"": {""value"": 12.0, ""unit"": ""C""}, ""Humidity"": {""value"": 90, ""unit"": ""%""}}",Rainy
12.5,88.0,overcast,984.88,1,Winter,2.0,inland,"{""Temperature"": {""value"": -10.0, ""unit"": ""C""}, ""Humidity"": {""value"": 95, ""unit"": ""%""}}",Snowy
17.5,86.0,overcast,990.3,1,Summer,4.0,coastal,"{""Temperature"": {""value"": 22.0, ""unit"": ""C""}, ""Humidity"": {""value"": 76, ""unit"": ""%""}}",Rainy
11.5,61.0,overcast,995.16,1,Winter,4.0,mountain,"{""Temperature"": {""value"": -5.0, ""unit"": ""C""}, ""Humidity"": {""value"": 60, ""unit"": ""%""}}",Snowy
9.5,22.0,overcast,1004.19,3,Summer,5.0,inland,"{""Temperature"": {""value"": 30.0, ""unit"": ""C""}, ""Humidity"": {""value"": 59, ""unit"": ""%""}}",Cloudy
1.5,67.0,overcast,988.44,1,Wentar,3.0,mountain,"{""Temperature"": {""value"": -5.0, ""unit"": ""C""}, ""Humidity"": {""value"": 72, ""unit"": ""%""}}",Snowy
9500.0M/H,21.0,partly cloudy,1006.4,4,Autumn,5.5,mountain,"{""Temperature"": {""value"": 32.0, ""unit"": ""C""}, ""Humidity"": {""value"": 77, ""unit"": ""%""}}",Cloudy
3.5,44.0,overcast,1007.09,4,Autumn,6.5,inland,"{""Temperature"": {""value"": 29.0, ""unit"": ""C""}, ""Humidity"": {""value"": 54, ""unit"": ""%""}}",Cloudy
6.5,9.0,Clear,1013.84,11,Spring,8.5,inland,"{""Temperature"": {""value"": 35.0, ""unit"": ""C""}, ""Humidity"": {""value"": 32, ""unit"": ""%""}}",Sunny
19.0,54.0,overcast,985.48,0,Winter,3.0,inland,"{""Temperature"": {""value"": -1.0, ""unit"": ""C""}, ""Humidity"": {""value"": 91, ""unit"": ""%""}}",Snowy
12.5,66.0,overcast,994.06,0,Spring,4.5,mountain,"{""Temperature"": {""value"": 26.0, ""unit"": ""C""}, ""Humidity"": {""value"": 94, ""unit"": ""%""}}",Rainy
3.0,85.0,overcast,989.42,1,Winter,0.5,mountain,"{""Temperature"": {""value"": -17.0, ""unit"": ""C""}, ""Humidity"": {""value"": 97, ""unit"": ""%""}}",Snowy
18.5,99.0,overcast,986.56,1,Winter,3.5,inland,"{""Temperature"": {""value"": -1.0, ""unit"": ""C""}, ""Humidity"": {""value"": 96, ""unit"": ""%""}}",Snowy
18.0,51.0,partly CLOUDY,1003.74,2,Winter,4.0,coastal,"{""Temperature"": {""value"": 21.0, ""unit"": ""C""}, ""Humidity"": {""value"": 87, ""unit"": ""%""}}",Rainy
2.0,36.0,overcast,1017.79,3,Spring,6.0,coastal,"{""Temperature"": {""value"": 15.0, ""unit"": ""C""}, ""Humidity"": {""value"": 56, ""unit"": ""%""}}",Cloudy
4.0,5.0,partly cloudy,1011.76,11,Winter,5.0,coastal,"{""Temperature"": {""value"": 35.0, ""unit"": ""C""}, ""Humidity"": {""value"": 57, ""unit"": ""%""}}",Sunny
8500.0M/H,71.0,partly cloudy,1018.7,1,Autumn,3.0,coastal,"{""Temperature"": {""value"": 11.0, ""unit"": ""C""}, ""Humidity"": {""value"": 85, ""unit"": ""%""}}",Rainy
4.5,6.0,partly cloddy,1025.65,7,Spring,7.0,mountain,"{""Temperature"": {""value"": 31.0, ""unit"": ""C""}, ""Humidity"": {""value"": 62, ""unit"": ""%""}}",Sunny
20.0,63.0,overcast,990.07,0,Winter,2.5,inland,"{""Temperature"": {""value"": -8.0, ""unit"": ""C""}, ""Humidity"": {""value"": 85, ""unit"": ""%""}}",Snowy
10500.0M/H,29.0,overcast,1010.48,3,Spring,7.0,coastal,"{""Temperature"": {""value"": 17.0, ""unit"": ""C""}, ""Humidity"": {""value"": 62, ""unit"": ""%""}}",Cloudy
2.0,10.0,overcast,1008.29,3,Winter,8.5,inland,"{""Temperature"": {""value"": 10.0, ""unit"": ""C""}, ""Humidity"": {""value"": 71, ""unit"": ""%""}}",Cloudy
10.5,51.0,partly Cloudy,988.73,1,Winter,1.5,mountain,"{""Temperature"": {""value"": -1.0, ""unit"": ""C""}, ""Humidity"": {""value"": 70, ""unit"": ""%""}}",Snowy
8.0,49.0,Party cloudy,1014.92,3,Autumn,5.0,inland,"{""Temperature"": {""value"": 22.0, ""unit"": ""C""}, ""Humidity"": {""value"": 51, ""unit"": ""%""}}",Cloudy
9.0,14.0,partly cloddy,1015.82,2,Winter,8.0,inland,"{""Temperature"": {""value"": 12.0, ""unit"": ""C""}, ""Humidity"": {""value"": 64, ""unit"": ""%""}}",Cloudy
12.5,39.0,partly cloudy,1018.17,4,Autumn,8.0,inland,"{""Temperature"": {""value"": 25.0, ""unit"": ""C""}, ""Humidity"": {""value"": 55, ""unit"": ""%""}}",Cloudy
12.0,95.0,partly cloudy,1002.57,9,Autumn,1.0,mountain,"{""Temperature"": {""value"": 5.0, ""unit"": ""C""}, ""Humidity"": {""value"": 104, ""unit"": ""%""}}",Cloudy
5.0,33.0,partly cloudy,1008.2,4,Summer,6.5,mountain,"{""Temperature"": {""value"": 31.0, ""unit"": ""C""}, ""Humidity"": {""value"": 75, ""unit"": ""%""}}",Cloudy
12500.0M/H,10.0,overcast,1000.83,1,summer,8.0,mountain,"{""Temperature"": {""value"": 24.0, ""unit"": ""C""}, ""Humidity"": {""value"": 54, ""unit"": ""%""}}",Cloudy
5000.0M/H,62.0,overcast,983.69,0,Winter,3.5,mountain,"{""Temperature"": {""value"": 3.0, ""unit"": ""C""}, ""Humidity"": {""value"": 98, ""unit"": ""%""}}",Snowy
6.5,47.0,overcast,1011.37,2,Spring,6.5,mountain,"{""Temperature"": {""value"": 12.0, ""unit"": ""C""}, ""Humidity"": {""value"": 76, ""unit"": ""%""}}",Cloudy
6.0,1.0,partly cloddy,1019.64,10,Autumn,8.5,inland,"{""Temperature"": {""value"": 26.0, ""unit"": ""C""}, ""Humidity"": {""value"": 59, ""unit"": ""%""}}",Sunny
13.0,77.0,overcast,996.74,0,Winter,3.0,mountain,"{""Temperature"": {""value"": 23.0, ""unit"": ""C""}, ""Humidity"": {""value"": 84, ""unit"": ""%""}}",Rainy
9.5,24.0,overcast,1001.9,4,Summer,5.5,coastal,"{""Temperature"": {""value"": 34.0, ""unit"": ""C""}, ""Humidity"": {""value"": 77, ""unit"": ""%""}}",Cloudy
21.5,91.0,overcast,988.78,1,Winter,1.0,mountain,"{""Temperature"": {""value"": -1.0, ""unit"": ""C""}, ""Humidity"": {""value"": 96, ""unit"": ""%""}}",Snowy
8.5,99.0,partly Cloudy,1004.36,7,Spring,5.5,mountain,"{""Temperature"": {""value"": 19.0, ""unit"": ""C""}, ""Humidity"": {""value"": 99, ""unit"": ""%""}}",Cloudy
5000.0M/H,26.0,Party cloudy,936.13,7,sumer,9.0,inland,"{""Temperature"": {""value"": 43.0, ""unit"": ""C""}, ""Humidity"": {""value"": 48, ""unit"": ""%""}}",Snowy
0.0,73.0,Party cloudy,998.07,1,Winter,2.5,mountain,"{""Temperature"": {""value"": -8.0, ""unit"": ""C""}, ""Humidity"": {""value"": 97, ""unit"": ""%""}}",Snowy
0.0M/H,99.0,overcast,995.66,1,Winter,4.5,inland,"{""Temperature"": {""value"": -9.0, ""unit"": ""C""}, ""Humidity"": {""value"": 96, ""unit"": ""%""}}",Snowy
18.5,50.0,overcast,994.73,2,Summer,4.5,coastal,"{""Temperature"": {""value"": 10.0, ""unit"": ""C""}, ""Humidity"": {""value"": 68, ""unit"": ""%""}}",Rainy
0.008888888888888889KM/S,97.0,overcast,987.38,13,Winter,2.0,inland,"{""Temperature"": {""value"": -17.0, ""unit"": ""C""}, ""Humidity"": {""value"": 95, ""unit"": ""%""}}",Snowy
15.0,17.0,overcast,1004.33,2,Summer,7.5,mountain,"{""Temperature"": {""value"": 15.0, ""unit"": ""C""}, ""Humidity"": {""value"": 59, ""unit"": ""%""}}",Cloudy
12.5,66.0,overcast,987.16,0,Wentar,4.5,mountain,"{""Temperature"": {""value"": -4.0, ""unit"": ""C""}, ""Humidity"": {""value"": 63, ""unit"": ""%""}}",Snowy
3.0,19.0,overcast,1019.94,4,Summer,5.0,coastal,"{""Temperature"": {""value"": 30.0, ""unit"": ""C""}, ""Humidity"": {""value"": 76, ""unit"": ""%""}}",Cloudy
9.0,17.0,Clear,1027.31,8,It is so hot outside,7.5,coastal,"{""Temperature"": {""value"": 42.0, ""unit"": ""C""}, ""Humidity"": {""value"": 32, ""unit"": ""%""}}",Sunny
2.0,19.0,clear,1023.15,7,Spring,7.0,inland,"{""Temperature"": {""value"": 40.0, ""unit"": ""C""}, ""Humidity"": {""value"": 23, ""unit"": ""%""}}",Sunny
2.5,18.0,partly cloudy,1012.67,8,It is so hot outside,9.0,inland,"{""Temperature"": {""value"": 21.0, ""unit"": ""C""}, ""Humidity"": {""value"": 41, ""unit"": ""%""}}",Sunny
18.5,57.0,overcast,1018.13,2,Spring,3.0,mountain,"{""Temperature"": {""value"": 22.0, ""unit"": ""C""}, ""Humidity"": {""value"": 99, ""unit"": ""%""}}",Rainy
13.5,33.0,overcast,1017.15,4,Summer,7.5,coastal,"{""Temperature"": {""value"": 29.0, ""unit"": ""C""}, ""Humidity"": {""value"": 62, ""unit"": ""%""}}",Cloudy
10.5,42.0,overcast,1008.41,3,Winter,5.5,mountain,"{""Temperature"": {""value"": 14.0, ""unit"": ""C""}, ""Humidity"": {""value"": 58, ""unit"": ""%""}}",Cloudy
7.5,15.0,Clr,1022.61,5,Winter,7.0,mountain,"{""Temperature"": {""value"": 30.0, ""unit"": ""C""}, ""Humidity"": {""value"": 21, ""unit"": ""%""}}",Sunny
8.0,92.0,clear,1011.47,6,Winter,5.5,coastal,"{""Temperature"": {""value"": 68.0, ""unit"": ""C""}, ""Humidity"": {""value"": 84, ""unit"": ""%""}}",Sunny
8.0,59.0,partly cloudy,987.23,0,Winter,3.5,inland,"{""Temperature"": {""value"": 1.0, ""unit"": ""C""}, ""Humidity"": {""value"": 84, ""unit"": ""%""}}",Snowy
3.0,27.0,partly cloudy,804.48,0,Spring,12.5,inland,"{""Temperature"": {""value"": 19.0, ""unit"": ""C""}, ""Humidity"": {""value"": 63, ""unit"": ""%""}}",Sunny
2000.0M/H,50.0,overcast,982.43,0,Winter,1.0,inland,"{""Temperature"": {""value"": -2.0, ""unit"": ""C""}, ""Humidity"": {""value"": 71, ""unit"": ""%""}}",Snowy
7.0,43.0,Party cloudy,1005.05,3,Winter,7.0,inland,"{""Temperature"": {""value"": 23.0, ""unit"": ""C""}, ""Humidity"": {""value"": 76, ""unit"": ""%""}}",Cloudy
2.0,95.0,overcast,1006.73,1,Winter,0.5,mountain,"{""Temperature"": {""value"": 24.0, ""unit"": ""C""}, ""Humidity"": {""value"": 92, ""unit"": ""%""}}",Cloudy
12.5,26.0,overcast,1133.55,1,Autumn,14.5,inland,"{""Temperature"": {""value"": 1.0, ""unit"": ""C""}, ""Humidity"": {""value"": 20, ""unit"": ""%""}}",Rainy
3.0,97.0,partly cloudy,984.98,0,Winter,1.5,mountain,"{""Temperature"": {""value"": -6.0, ""unit"": ""C""}, ""Humidity"": {""value"": 60, ""unit"": ""%""}}",Snowy
7.0,69.0,overcast,989.39,1,Winter,3.0,inland,"{""Temperature"": {""value"": -9.0, ""unit"": ""C""}, ""Humidity"": {""value"": 76, ""unit"": ""%""}}",Snowy
6.0,58.0,overcast,989.11,1,Winter,4.5,inland,"{""Temperature"": {""value"": 1.0, ""unit"": ""C""}, ""Humidity"": {""value"": 78, ""unit"": ""%""}}",Snowy
14.0,79.0,overcast,992.21,1,Wintar,4.0,mountain,"{""Temperature"": {""value"": -1.0, ""unit"": ""C""}, ""Humidity"": {""value"": 92, ""unit"": ""%""}}",Snowy
4.0,84.0%,Overcast,992.95,1,Winter,2.5,mountain,"{""Temperature"": {""value"": -7.0, ""unit"": ""C""}, ""Humidity"": {""value"": 75, ""unit"": ""%""}}",Snowy
7.0,35.0,overcast,1000.25,4,Spring,7.5,mountain,"{""Temperature"": {""value"": 30.0, ""unit"": ""C""}, ""Humidity"": {""value"": 57, ""unit"": ""%""}}",Cloudy
0.0033333333333333335KM/S,95.0,clear,1025.82,11,Spring,9.0,coastal,"{""Temperature"": {""value"": 58.0, ""unit"": ""C""}, ""Humidity"": {""value"": 91, ""unit"": ""%""}}",Sunny
24.5,74.0,Party cloudy,1004.73,6,Autumn,7.5,mountain,"{""Temperature"": {""value"": 8.0, ""unit"": ""C""}, ""Humidity"": {""value"": 71, ""unit"": ""%""}}",Cloudy
15.0,79.0,partly cloudy,986.05,0,Winter,3.0,inland,"{""Temperature"": {""value"": -2.0, ""unit"": ""C""}, ""Humidity"": {""value"": 68, ""unit"": ""%""}}",Snowy
16.5,97.0,overcast,1015.85,0,Winter,2.5,inland,"{""Temperature"": {""value"": 14.0, ""unit"": ""C""}, ""Humidity"": {""value"": 88, ""unit"": ""%""}}",Rainy
9000.0M/H,38.0,partly CLOUDY,1010.86,2,Winter,7.5,mountain,"{""Temperature"": {""value"": 22.0, ""unit"": ""C""}, ""Humidity"": {""value"": 71, ""unit"": ""%""}}",Cloudy
5.0,50.0,partly cloudy,985.2,0,Winter,4.0,mountain,"{""Temperature"": {""value"": -1.0, ""unit"": ""C""}, ""Humidity"": {""value"": 70, ""unit"": ""%""}}",Snowy
2.0,37.0,overcast,1011.72,1,Winter,5.5,mountain,"{""Temperature"": {""value"": 23.0, ""unit"": ""C""}, ""Humidity"": {""value"": 76, ""unit"": ""%""}}",Cloudy
0.0M/H,96.0,overcast,989.42,0,Winter,2.0,inland,"{""Temperature"": {""value"": 3.0, ""unit"": ""C""}, ""Humidity"": {""value"": 64, ""unit"": ""%""}}",Snowy
7.0,82.0,overcast,1019.46,13,Summer,1.5,inland,"{""Temperature"": {""value"": 63.0, ""unit"": ""C""}, ""Humidity"": {""value"": 76, ""unit"": ""%""}}",Cloudy
5.5,17.0,overcast,1007.74,1,Winter,5.0,inland,"{""Temperature"": {""value"": 24.0, ""unit"": ""C""}, ""Humidity"": {""value"": 57, ""unit"": ""%""}}",Cloudy
7.0,56.0,partly cloddy,988.76,1,Wentar,3.5,mountain,"{""Temperature"": {""value"": 1.0, ""unit"": ""C""}, ""Humidity"": {""value"": 76, ""unit"": ""%""}}",Snowy
4.0,12.0,partly cloddy,1018.9,6,Spring,9.0,coastal,"{""Temperature"": {""value"": 32.0, ""unit"": ""C""}, ""Humidity"": {""value"": 25, ""unit"": ""%""}}",Sunny
4.5,96.0,partly cloudy,854.45,1,Summer,9.0,mountain,"{""Temperature"": {""value"": 19.0, ""unit"": ""C""}, ""Humidity"": {""value"": 23, ""unit"": ""%""}}",Snowy
13.5,35.0,cloudy,1104.13,7,Spring,13.0,coastal,"{""Temperature"": {""value"": 4.0, ""unit"": ""C""}, ""Humidity"": {""value"": 44, ""unit"": ""%""}}",Sunny
0.0,51.0,overcast,989.56,1,Winter,4.0,mountain,"{""Temperature"": {""value"": -1.0, ""unit"": ""C""}, ""Humidity"": {""value"": 86, ""unit"": ""%""}}",Snowy
17.0,78.0,overcast,1010.97,2,Winter,1.0,coastal,"{""Temperature"": {""value"": 21.0, ""unit"": ""C""}, ""Humidity"": {""value"": 100, ""unit"": ""%""}}",Rainy
9.5,19.0,cleer,1018.96,5,Autumn,6.0,coastal,"{""Temperature"": {""value"": 38.0, ""unit"": ""C""}, ""Humidity"": {""value"": 64, ""unit"": ""%""}}",Sunny
4.5,13.0,partly Cloudy,1016.97,1,Autumn,7.5,inland,"{""Temperature"": {""value"": 19.0, ""unit"": ""C""}, ""Humidity"": {""value"": 61, ""unit"": ""%""}}",Cloudy
11.0,19.0,partly cloudy,1005.07,3,Spring,7.5,coastal,"{""Temperature"": {""value"": 24.0, ""unit"": ""C""}, ""Humidity"": {""value"": 53, ""unit"": ""%""}}",Cloudy
1.5,69.0,overcast,989.31,1,Winter,4.0,mountain,"{""Temperature"": {""value"": 2.0, ""unit"": ""C""}, ""Humidity"": {""value"": 73, ""unit"": ""%""}}",Snowy
7.5,87.0,overcast,994.95,0,Winter,2.5,inland,"{""Temperature"": {""value"": -7.0, ""unit"": ""C""}, ""Humidity"": {""value"": 81, ""unit"": ""%""}}",Snowy
25.5,104.0%,Overcast,1008.14,8,Autumn,4.5,inland,"{""Temperature"": {""value"": 84.0, ""unit"": ""C""}, ""Humidity"": {""value"": 71, ""unit"": ""%""}}",Cloudy
10.0,62.0,overcast,999.1,1,Autumn,4.0,coastal,"{""Temperature"": {""value"": 14.0, ""unit"": ""C""}, ""Humidity"": {""value"": 78, ""unit"": ""%""}}",Rainy
12.0,22.0,overcast,1007.43,1,Autumn,9.0,inland,"{""Temperature"": {""value"": 14.0, ""unit"": ""C""}, ""Humidity"": {""value"": 66, ""unit"": ""%""}}",Cloudy
15.0,52.0%,Overcast,988.89,0,Winter,3.0,inland,"{""Temperature"": {""value"": 3.0, ""unit"": ""C""}, ""Humidity"": {""value"": 63, ""unit"": ""%""}}",Snowy
4.5,11.0,overcast,1000.84,2,Summer,8.0,mountain,"{""Temperature"": {""value"": 10.0, ""unit"": ""C""}, ""Humidity"": {""value"": 68, ""unit"": ""%""}}",Cloudy
3.0,23.0,overcast,1003.92,1,Autumn,8.0,mountain,"{""Temperature"": {""value"": 16.0, ""unit"": ""C""}, ""Humidity"": {""value"": 56, ""unit"": ""%""}}",Cloudy
5.0,15.0,partly cloudy,1016.71,6,Winter,8.0,coastal,"{""Temperature"": {""value"": 33.0, ""unit"": ""C""}, ""Humidity"": {""value"": 33, ""unit"": ""%""}}",Sunny
18.0,53.0,overcast,1016.33,3,summer,5.0,inland,"{""Temperature"": {""value"": 22.0, ""unit"": ""C""}, ""Humidity"": {""value"": 68, ""unit"": ""%""}}",Rainy
4.0,5.0,clear,1028.9,8,Spring,9.5,mountain,"{""Temperature"": {""value"": 44.0, ""unit"": ""C""}, ""Humidity"": {""value"": 55, ""unit"": ""%""}}",Sunny
17.5,84.0,partly CLOUDY,999.62,0,Winter,4.0,mountain,"{""Temperature"": {""value"": -6.0, ""unit"": ""C""}, ""Humidity"": {""value"": 92, ""unit"": ""%""}}",Snowy
0.0030555555555555557KM/S,59.0,overcast,1015.76,0,I hate summer,4.5,coastal,"{""Temperature"": {""value"": 34.0, ""unit"": ""C""}, ""Humidity"": {""value"": 68, ""unit"": ""%""}}",Rainy
18.0,97.0,overcast,1018.0,2,Spring,4.5,coastal,"{""Temperature"": {""value"": 23.0, ""unit"": ""C""}, ""Humidity"": {""value"": 81, ""unit"": ""%""}}",Rainy
